,4ZSD_AD06_VBELN,4ZSD_AD06_POSNR,4ZSD_AD06_UEPOS,0PLANT,0PLANT___T,0UPD_DATE,4ZSD_AD06_ERDAT,4ZSD_AD06_GEWEI,4ZSD_AD06_GEWEI___T,4ZSD_AD06_GRKOR,4ZSD_AD06_GSBER,4ZSD_AD06_KONDM,4ZSD_AD06_LPRIO,4ZSD_AD06_MATKL,4ZSD_AD06_MATNR,4ZSD_AD06_MFRGR,4ZSD_AD06_PRCTR,4ZSD_AD06_PSTYV,4ZSD_AD06_ROUTE,4ZSD_AD06_STKEY,4ZSD_AD06_STLNR,4ZSD_AD06_STLTY,4ZSD_AD06_VOLEH,4ZSD_AD06_VOLEH___T,4ZSD_AD06_VSTEL,4ZSD_AD06_ZZCARTIND,4ZSD_AD06_ZZCONF_DELV,4ZSD_AD06_ZZCONF_MAD,4ZSD_AD06_ZZCONPATH,4ZSD_AD06_ZZCUSTREQDATE,4ZSD_AD06_ZZLINEPACKAGE,4ZSD_AD06_ZZMPBLDDATE,4ZSD_AD06_ZZORGDLRDLVYDATE,4ZSD_AD06_ZZPACKVORSCHR,4ZSD_AD06_ZZPRCQTE,4ZSD_AD06_ZZTUSPCLIND,4ZSD_AD06_BRGEW,4ZSD_AD06_KBMENG,4ZSD_AD06_NTGEW,4ZSD_AD06_VOLUM,4ZSD_AD06_ZZLINEVOLUME,4ZSD_AD06_ZZLINEWEIGHT
41,0007688365,001360,001340,4000,Athens Plant,20200701,20190819,LB,Pound,115,9020,01,50,T01,T510919,BC,P00045,ZSL,TS01,5,00841949,M,CF,Cubic foot,EP00,C,20200720,20200713,AA2EP,20200720,00001,20200713,20191011,C,18Z08665,,4.790000000000000000,1.000000000000000000,4.790000000000000000,0.999000000000000000,2.970000000000000000,8.890000000000000000
42,0007699061,000070,000010,8800,Finished Goods,20200423,20190828,LB,Pound,001,9020,04,50,T01,24751201,FR,P00019,ZSVC,TS02,,01302624,M,CF,Cubic foot,CC00,C,20200602,20200522,GM2CC,20200406,00001,20200522,20200406,C,19Z04919,,3.200000000000000000,1.000000000000000000,3.200000000000000000,1.500000000000000000,1.750000000000000000,6.300000000000000000
43,0007701622,000060,000050,8800,Finished Goods,20200708,20190829,LB,Pound,003,9020,04,50,T01,22598202,BB,P00019,ZSVC,TS02,,01270537,M,CF,Cubic foot,NG00,C,20200731,20200723,GM2NG,20200731,00003,20200723,20200327,C,15Z02675,,65.640000000000000000,3.000000000000000000,65.640000000000000000,3.000000000000000000,9.681000000000000000,65.646000000000000000
44,0007701623,000160,000000,4000,Athens Plant,20200714,20190829,LB,Pound,000,9020,01,50,P01,RBKHWM48,DK,P00045,ZSP,TS02,5,,M,CF,Cubic foot,NG00,C,20200803,20200727,AA2NG,20200803,00005,20200723,20200327,C,15Z02675,,161.930000000000000000,10.000000000000000000,161.930000000000000000,29.000000000000000000,10.550000000000000000,171.930000000000000000
45,0007701623,000510,000500,8300,AMEX Plant,20200713,20190829,LB,Pound,020,9020,,50,T01,60408791001,BB,P00179,ZSL,TS02,1,00401109,M,CF,Cubic foot,NG00,C,20200803,20200723,SC2NG,20200803,00001,20200721,20200327,C,15Z02675,,1809.801000000000000000,23.000000000000000000,1809.801000000000000000,0.023000000000000000,245.250000000000000000,1853.794000000000000000
46,0007701626,000140,000000,4000,Athens Plant,20200714,20190829,LB,Pound,001,9020,01,50,P01,RBB72TAK,A5,P00045,ZSH,TS02,5,,M,CF,Cubic foot,NG00,C,20200731,20200724,AA2NG,20200731,00000,20200723,20200327,C,15Z02675,,0E-18,32.000000000000000000,0E-18,0E-18,0E-18,0E-18
47,0007703712,000190,000180,8900,Reynosa Plant (US),20200417,20190903,LB,Pound,009,9020,01,50,T01,158075_PP,CH,P00185,ZSL,TS02,1,01263411,M,CF,Cubic foot,NG00,U,20200406,20200326,RT2NG,20200406,00004,20200325,20191202,U,07Z03403,,211.348000000000000000,4.000000000000000000,211.348000000000000000,66.084000000000000000,66.088000000000000000,214.712000000000000000
48,0007707687,010510,010450,8800,Finished Goods,20200613,20190905,LB,Pound,084,9020,01,50,T01,24012501,FR,P00019,ZSVC,TS01,,01270915,M,CF,Cubic foot,EP00,C,20200309,20200303,GM2EP,20200309,00004,20200303,20200217,C,18Z09037,,7.000000000000000000,4.000000000000000000,7.000000000000000000,0.812000000000000000,1.008000000000000000,8.600000000000000000
49,0007712293,000830,000000,8300,AMEX Plant,20200929,20190910,LB,Pound,029,9020,01,50,P01,UJC3268L,BB,P00179,ZSH,TS01,5,,M,CF,Cubic foot,GM00,C,20201019,20201012,SC2GM,20201019,00000,20201008,20200113,C,19Z04529,,0E-18,1.000000000000000000,0E-18,0E-18,0E-18,0E-18
50,0007712293,003620,000000,4500,Consolidated Customer Service,20201007,20190910,LB,Pound,108,9020,01,50,P01,LOCK9201FR,BC,P00002,ZHNC,TS01,5,,M,CF,Cubic foot,GM00,C,20201019,20201015,,20201019,00000,20201014,20200113,C,19Z04529,,0E-18,4.000000000000000000,0E-18,0E-18,0E-18,0E-18
51,0007712293,006670,006660,4500,Consolidated Customer Service,20201007,20190910,LB,Pound,190,9020,04,50,T01,TS714WSP_PP,BC,P00002,ZSL,TS01,5,00065602,M,CF,Cubic foot,GM00,C,20201019,20201015,,20201019,00001,20201015,20200113,C,19Z04529,,1.188000000000000000,1.000000000000000000,1.188000000000000000,0.010000000000000000,0.300000000000000000,1.488000000000000000
52,0007712293,007840,007820,4000,Athens Plant,20201001,20190910,LB,Pound,222,9020,,50,T01,T521097,BC,P00045,ZSL,TS01,5,00846452,M,CF,Cubic foot,GM00,C,20201019,20201013,AA2GM,20201019,00001,20201012,20200113,C,19Z04529,,0.152000000000000000,4.000000000000000000,0.152000000000000000,3.996000000000000000,0.081000000000000000,0.402000000000000000
53,0007712293,010760,000000,6000,Kentwood Plant,20200930,20190910,LB,Pound,306,9020,01,50,P01,OLELLCB,BC,P00011,ZSH,TS01,5,,M,CF,Cubic foot,GM00,C,20201019,20201015,,20201019,00000,20201015,20200113,C,19Z04529,,0E-18,1.000000000000000000,0E-18,0E-18,0E-18,0E-18
54,0007712293,011470,000000,8300,AMEX Plant,20200929,20190910,LB,Pound,328,9020,01,50,P01,UJC2388R,BB,P00179,ZSH,TS01,5,,M,CF,Cubic foot,GM00,C,20201019,20201012,SC2GM,20201019,00000,20201008,20200113,C,19Z04529,,0E-18,1.000000000000000000,0E-18,0E-18,0E-18,0E-18
55,0007713620,000120,000110,4000,Athens Plant,00000000,20190910,LB,Pound,999,9020,,50,T01,PFEX_FRME_009,BC,P00045,ZSL,TS01,1,00942691,M,CF,Cubic foot,GM99,C,20200721,20200715,AA2GM,20200721,00001,00000000,20200721,C,,,1.540000000000000000,2.000000000000000000,1.540000000000000000,0.026000000000000000,0.818000000000000000,2.099000000000000000
56,0007713620,003680,000000,8800,Finished Goods,00000000,20190910,LB,Pound,999,9020,01,50,P01,FEDLSWSSR,BC,P00019,ZSC,TS01,5,,M,CF,Cubic foot,GM99,C,20200721,20200717,,20200721,00000,00000000,20200721,C,,,0E-18,1.000000000000000000,0E-18,0E-18,0E-18,0E-18
57,0007713700,000010,000000,4000,Athens Plant,00000000,20190911,LB,Pound,999,9020,01,05,S01,22417101SR,BC,P00045,ZSH,TS01,5,,M,CF,Cubic foot,NT99,C,20200313,20200309,AA2NT,20190919,00000,00000000,20190919,,19Z02960,,0E-18,16.000000000000000000,0E-18,0E-18,0E-18,0E-18
58,0007717998,000740,000000,5500,SC Wood Plant,20200417,20190913,LB,Pound,999,9020,01,26,P01,E6BS153036P,BC,P00007,ZSH,TS02,5,,M,CF,Cubic foot,GM00,C,20200422,20200417,,20200422,00000,00000000,20200421,C,19Z00188,,0E-18,2.000000000000000000,0E-18,0E-18,0E-18,0E-18
59,0007717998,001050,001040,5500,SC Wood Plant,00000000,20190913,LB,Pound,999,9020,,26,T01,E6C2430DL,A8,P00007,ZSL,TS02,1,01167022,M,CF,Cubic foot,GM00,C,20200422,20200417,,20200422,00003,00000000,20200421,C,19Z00188,,307.677000000000000000,3.000000000000000000,307.677000000000000000,96.000000000000000000,78.480000000000000000,369.006000000000000000
60,0007719256,000030,000010,8800,Finished Goods,20211111,20190916,LB,Pound,001,9020,01,50,T01,22715203,BC,P00019,ZSVC,TS01,,01152300,M,CF,Cubic foot,NT00,C,20211129,20211118,GM2NT,20211129,00001,20211118,20200106,C,15Z08059,,64.010000000000000000,1.000000000000000000,64.010000000000000000,0.999000000000000000,5.100000000000000000,67.510000000000000000
61,0007721337,000050,000000,4000,Athens Plant,20200710,20190917,LB,Pound,001,9020,01,50,P01,WHG6606,BC,P00045,ZSH,TS01,5,,M,CF,Cubic foot,GM00,C,20200616,20200610,AA2GM,20200616,00000,20200608,20191209,C,07Z00800,,0E-18,3.000000000000000000,0E-18,0E-18,0E-18,0E-18
62,0007724944,000300,000000,6000,Kentwood Plant,00000000,20190920,LB,Pound,000,9020,01,50,P01,UE24,BL,P00011,ZSP,TS01,5,,M,CF,Cubic foot,EP00,C,20200313,20200309,GM2EP,20200313,00001,20200309,20200106,C,18Z02373,,25.620000000000000000,1.000000000000000000,25.620000000000000000,0.999000000000000000,6.338000000000000000,31.990000000000000000
63,0007724944,000520,000000,4000,Athens Plant,00000000,20190920,LB,Pound,000,9020,01,50,P01,TS71836TB,BC,P00045,ZSP,TS01,5,,M,CF,Cubic foot,EP00,C,20200313,20200306,AA2EP,20200313,00001,20200305,20200106,C,18Z02373,,8.594000000000000000,1.000000000000000000,8.594000000000000000,0.800000000000000000,1.990000000000000000,11.694000000000000000
64,0007725256,000120,000000,4000,Athens Plant,00000000,20190920,LB,Pound,013,9020,01,50,P01,RBB30QTAK,A5,P00045,ZSH,TS01,5,,M,CF,Cubic foot,EP00,C,20200317,20200310,AA2EP,20200317,00000,20200310,20200106,C,18Z02373,,0E-18,1.000000000000000000,0E-18,0E-18,0E-18,0E-18
65,0007726063,000840,000000,4000,Athens Plant,00000000,20190920,LB,Pound,000,9020,01,50,P01,TS7BSWHC,BC,P00045,ZSP,TS01,5,,M,CF,Cubic foot,EP00,C,20200312,20200305,AA2EP,20200312,00002,20200305,20200106,C,18Z02373,,46.080000000000000000,6.000000000000000000,46.080000000000000000,0.600000000000000000,1.928000000000000000,48.080000000000000000
66,0007726794,000780,000000,8800,Finished Goods,00000000,20190923,LB,Pound,057,9020,01,50,P01,E6IT5421M,BC,P00019,ZSC,TS02,5,,M,CF,Cubic foot,NG00,C,20200320,20200312,GM2NG,20200320,00000,20200312,20200323,,19Z01642,,0E-18,1.000000000000000000,0E-18,0E-18,0E-18,0E-18
67,0007729208,002110,000000,8800,Finished Goods,20200710,20190924,LB,Pound,001,9020,01,50,P01,UFP,BL,P00019,CON,TS02,5,,M,CF,Cubic foot,GM00,C,20200706,20200630,,20200615,00003,20200630,20200428,C,19Z06042,,67.000000000000000000,10.000000000000000000,67.000000000000000000,9.990000000000000000,8.625000000000000000,73.300000000000000000
68,0007729428,004670,000000,4000,Athens Plant,20200903,20190924,LB,Pound,156,9020,01,50,P01,TS754TEPJ,BC,P00045,ZSH,TS02,5,,M,CF,Cubic foot,GM00,C,20200520,20200513,AA2GM,20200520,00000,20200512,20200520,C,19Z06042,,0E-18,22.000000000000000000,0E-18,0E-18,0E-18,0E-18
69,0007729428,005760,000000,8300,AMEX Plant,20200903,20190924,LB,Pound,190,9020,01,50,P01,TS4THDR42T,BC,P00179,ZSH,TS02,5,,M,CF,Cubic foot,GM00,C,20200520,20200512,SC2GM,20200520,00000,20200511,20200520,C,19Z06042,,0E-18,4.000000000000000000,0E-18,0E-18,0E-18,0E-18
70,0007729428,006250,006240,5500,SC Wood Plant,20200710,20190924,LB,Pound,211,9020,,50,T01,160699_PP,BB,P00007,ZSL,TS02,1,00399871,M,CF,Cubic foot,GM00,C,20200624,20200619,,20200624,00003,20200618,20200615,C,19Z06042,,142.473000000000000000,3.000000000000000000,142.473000000000000000,7.044000000000000000,35.037000000000000000,142.476000000000000000
71,0007729428,007410,000000,4000,Athens Plant,20200903,20190924,LB,Pound,000,9020,01,50,P01,TS72448MB,FK,P00045,ZSP,TS02,5,,M,CF,Cubic foot,GM00,C,20200615,20200608,AA2GM,20200615,00016,20200604,20200615,C,19Z06042,,523.296000000000000000,32.000000000000000000,523.296000000000000000,31.968000000000000000,32.000000000000000000,539.296000000000000000
72,0007729428,008770,000000,4000,Athens Plant,20200903,20190924,LB,Pound,294,9020,01,50,P01,TS7TFGRC,BC,P00045,ZSH,TS02,5,,M,CF,Cubic foot,GM00,C,20200727,20200720,AA2GM,20200727,00000,20200717,20200727,C,19Z06042,,0E-18,3.000000000000000000,0E-18,0E-18,0E-18,0E-18
73,0007729428,010680,000000,4000,Athens Plant,20200903,20190924,LB,Pound,356,9020,01,50,P01,TS748THF,BC,P00045,ZSH,TS02,5,,M,CF,Cubic foot,GM00,C,20200908,20200831,AA2GM,20200908,00000,20200828,20200908,C,19Z06042,,0E-18,99.000000000000000000,0E-18,0E-18,0E-18,0E-18
74,0007732274,000930,000920,5500,SC Wood Plant,00000000,20190926,LB,Pound,063,9020,,50,T01,YTS76024LS,BC,P00007,ZSL,TS02,1,00866368,M,CF,Cubic foot,NG00,C,20200320,20200312,GM2NG,20200320,00002,20200311,20200323,C,19Z01642,,85.275000000000000000,3.000000000000000000,85.275000000000000000,9.141000000000000000,19.620000000000000000,88.171000000000000000
75,0007732999,000390,000340,4000,Athens Plant,00000000,20190926,LB,Pound,007,9020,01,50,T01,T530692,BC,P00045,ZSL,TS01,5,00841923,M,CF,Cubic foot,CC00,C,20200330,20200323,AA2CC,20200330,00001,20200323,20200113,C,17Z04825,,1.154000000000000000,2.000000000000000000,1.154000000000000000,1.998000000000000000,0.502000000000000000,1.854000000000000000
76,0007732999,002350,000000,6000,Kentwood Plant,20200613,20190926,LB,Pound,025,9020,01,50,P01,OLSLRQ,BC,P00011,ZSH,TS01,5,,M,CF,Cubic foot,CC00,C,20200330,20200323,GM2CC,20200330,00000,20200323,20200113,C,17Z04825,,0E-18,20.000000000000000000,0E-18,0E-18,0E-18,0E-18
77,0007732999,002580,002570,4500,Consolidated Customer Service,00000000,20190926,LB,Pound,028,9020,01,50,T01,100482_PP,DT,P00002,ZSL,TS01,1,00880108,M,CF,Cubic foot,CC00,C,20200330,20200323,GM2CC,20200330,00001,20200320,20200113,C,17Z04825,,4.900000000000000000,70.000000000000000000,4.900000000000000000,0.070000000000000000,0.052000000000000000,5.650000000000000000
78,0007735237,000180,000170,8800,Finished Goods,20200430,20190927,LB,Pound,008,9020,,50,T01,1039672001,BH,P00019,ZSVC,TS02,L,01335037,M,CF,Cubic foot,GM00,C,20200317,20200312,,20200317,00002,20200312,20200317,C,18Z04588,,70.632000000000000000,2.000000000000000000,70.632000000000000000,0.002000000000000000,2.344000000000000000,75.832000000000000000
79,0007735257,001250,001200,6000,Kentwood Plant,00000000,20190927,LB,Pound,101,9020,,50,T01,11M0846,BC,P00011,ZSL,TS02,1,00459062,M,CF,Cubic foot,GM00,C,20200312,20200309,,20200305,00001,20200309,20200310,C,18Z04588,,44.063000000000000000,1.000000000000000000,44.063000000000000000,0.740000000000000000,0.740000000000000000,45.561000000000000000
80,0007735257,002810,000000,5500,SC Wood Plant,00000000,20190927,LB,Pound,033,9020,01,50,P01,RATCL1872P,BB,P00007,ZSH,TS02,5,,M,CF,Cubic foot,GM00,C,20200305,20200302,,20200305,00000,20200228,20200310,C,18Z04588,,0E-18,2.000000000000000000,0E-18,0E-18,0E-18,0E-18
81,0007736298,000140,000130,4000,Athens Plant,00000000,20190930,LB,Pound,007,9020,,50,T01,QGPGCTU,DL,P00045,ZSL,TS01,5,00906692,M,CF,Cubic foot,GM99,C,20200325,20200319,AA2GM,20200325,00006,20200313,20201211,C,18Z02446,X,292.278000000000000000,6.000000000000000000,292.278000000000000000,86.040000000000000000,209.580000000000000000,322.278000000000000000
82,0007736298,002480,000000,4000,Athens Plant,00000000,20190930,LB,Pound,098,9020,01,50,P01,GPFS,BC,P00045,ZSH,TS01,5,,M,CF,Cubic foot,GM99,C,20200401,20200326,AA2GM,20200401,00000,20200325,20191218,C,18Z02446,,0E-18,6.000000000000000000,0E-18,0E-18,0E-18,0E-18
83,0007736871,000030,000000,8900,Reynosa Plant (US),20200602,20190930,LB,Pound,002,9020,01,50,P01,475415M,AF,P00185,ZSH,TS01,5,,M,CF,Cubic foot,EP00,U,20200622,20200612,RT2EP,20200408,00000,20200611,20191205,U,19Z05779,,0E-18,8.000000000000000000,0E-18,0E-18,0E-18,0E-18
84,0007737484,000050,000040,8900,Reynosa Plant (US),20200508,20190930,LB,Pound,002,9020,01,50,T01,P465_WORK_2,CH,P00185,ZSL,TS01,1,01047239,M,CF,Cubic foot,NT00,U,20200306,20200302,RT2NT,20200306,00074,20200227,20200217,U,18Z05023,,2565.654000000000000000,74.000000000000000000,2565.654000000000000000,1215.154000000000000000,1222.554000000000000000,2580.454000000000000000
85,0007737952,001940,001930,4000,Athens Plant,00000000,20191001,LB,Pound,081,9020,,50,T01,QEPEX,BC,P00045,ZSL,TS01,5,00903546,M,CF,Cubic foot,GM99,C,20200306,20200302,AA2GM,20200306,00001,20200226,20191204,C,18Z02446,,15.135000000000000000,3.000000000000000000,15.135000000000000000,1.236000000000000000,2.236000000000000000,20.135000000000000000
